Country,InstName,Article Citation Count
Chile,"Departamento of Ingenieria Elictrica, UTFSM, Valparaiso, Chile",66
Chile,"Direction of Planning and Development, CDEC, SING, Santiago, Chile",35
Chile,"European Southern Observatory, Cerro Paranal, Antofagasta, Chile",14
Chile,Pontificia Universidad Catolica of Chile,547
Chile,"Sulphide Leach Project of Minera Escondida, Antofagasta, Chile",14
Chile,"Univ. of Talca, Talca, Chile",9
Chile,Universidad Andres Bello,130
Chile,Universidad Catolica of la Santisima Concepcion,79
Chile,Universidad San Sebastian,16
Chile,Universidad Tecnica Federico Santa Maria,9730
Chile,Universidad del Bio,2
Chile,Universidad of Chile,24
Chile,Universidad of Concepcion,207
Chile,Universidad of La Frontera,0
Chile,Universidad of Magallanes,104
Chile,Universidad of O'Higgins,9
Chile,Universidad of Santiago of Chile,11
Chile,Universidad of Talca,119
Chile,Universidad of los Andes,10
Chile,University of Chile,73
Chile,University of Concepcion,152
Chile,University of Magallanes,3
Chile,University of Talca,84
Colombia,Fundacion Santa Fe of Bogota University Hospital,9
Colombia,Instituto Tecnologico Metropolitano,2
Colombia,La Universidad Tecnologica of Pereira,27
Colombia,Los Andes University,6
Colombia,Pontifical Xavierian University,13
Colombia,Pontificia Universidad Javeriana,23
Colombia,Universidad Industrial of Santander,24
Colombia,Universidad Nacional of Colombia,123
Colombia,Universidad Sergio Arboleda,14
Colombia,Universidad Tecnologica of Pereira,26
Colombia,Universidad of Antioquia,7
Colombia,Universidad of Ibague,54
Colombia,Universidad of los Andes,34
Costa Rica,Costa Rica Institute of Technology,27
Costa Rica,Instituto Tecnologico of Costa Rica,3
Croatia,"Ericsson Nikola Tesla d.d., Zagreb, Croatia",1
Croatia,"Faculty of Electrical Engineering and Computing, Zagreb, Croatia",0
Croatia,Institute Ruder Boskovic Zagreb,5
Croatia,Ruder Boskovic Institute,7
Croatia,University of Applied Sciences,0
Croatia,University of Rijeka,5
Croatia,University of Split,7
Croatia,University of Zagreb,312
Cuba,Center of Technological Applications and Nuclear Development,0
Cuba,University of Havana,34
Cyprus,Cypress Semiconductors,1093
Cyprus,"Ministry of Education, Nicosia, Cyprus",0
Cyprus,University of Cyprus,167
Cyprus,University of Nicosia,0
Czech Republic,"AS CR, Prague, Czech Republic",35
Czech Republic,"Argotech a.s., Nachod, Czech Republic",5
Czech Republic,Brno University of Technology,259
Czech Republic,"CESNET a.l.e, Prague, Czech Republic",16
Czech Republic,Charles University,148
Czech Republic,Charles University Prague,5
Czech Republic,Charles University in Prague,13
Czech Republic,Czech Metrology Institute,2
Czech Republic,Czech Technical University,24
Czech Republic,Czech Technical University in Prague,246
Czech Republic,Czech University of Life Sciences Prague,41
Czech Republic,IEAP (Institute of Experimental and Applied Physics of Czech Technical University,11
Czech Republic,"IQS nano s.r.o., Husinec, Czechia",0
Czech Republic,Institute of Chemical Technology,18
Czech Republic,Institute of Photonics and Electronics,3
Czech Republic,Institute of Physics,63
Czech Republic,Institute of Physics AS CR v.v.i.,5
Czech Republic,Institute of Physics ASCR,22
Czech Republic,Institute of Physics ASCR v. v. i.,0
Czech Republic,Institute of Physics ASCR v.v.i.,2
Czech Republic,Institute of Physics Academy of Science of the Czech Republic,4
Czech Republic,Institute of Plasma Physics AS CR,34
Czech Republic,Institute of Radio Engineering and Electronics,45
Czech Republic,Institute of Semiconductors,28
Czech Republic,Lastronics GmbH,5
Czech Republic,Masaryk University,82
Czech Republic,"Motorola, Inc., Tesla, Czech Republic",7
Czech Republic,Nuclear Physics Institute,8
Czech Republic,Nuclear Physics Institute of the CAS,9
Czech Republic,Nuclear Research Institute,24
Czech Republic,"ON Design Czech, Brno, Czech Republic",9
Czech Republic,ON Semiconductor,168
Czech Republic,"Onsemi, Roznov, Czech Republic",4
Czech Republic,Palacky University Olomouc,0
Czech Republic,Research Centre Rez,58
Czech Republic,"SSIER, Roznov, Czech Republic",19
Czech Republic,"STMicroelectronics, Prague, Czech Republic",3
Czech Republic,"STMicroelectronics, Prague, Czechia",2
Czech Republic,Technical University of Ostrava,20
Czech Republic,Technical University of Prague,39
Czech Republic,University of Hradec Kralove,26
Czech Republic,University of West Bohemia,43
Czech Republic,VSB-Technical University of Ostrava,5
Denmark,"Aalborg Universitet, Aalborg, Denmark",1
Denmark,Aalborg University,8740
Denmark,Aalborg University Copenhagen,54
Denmark,Aalborg University Esbjerg,61
Denmark,Aalborg University-Esbjerg,33
Denmark,Aarhus University,243
Denmark,Alight Technologies A/S,33
Denmark,"Bifrost Communications, Scion DTU, Kgs Lyngby, Denmark",5
Denmark,"Bruel & Kjaer SVM A/S, Skodsborgvej 307, Naerum, Denmark",88
Denmark,COM Center,65
Denmark,"Capres A/S, Lyngby, Lyngby, Denmark",88
Denmark,"Crystal Fibre A/S, Birkerod, Denmark",12
Denmark,"DTU Danchip, Kongens Lyngby, Denmark",34
Denmark,"Danfysik A/S, Taastrup, Denmark",8
Denmark,Danish National Space Center,50
Denmark,Danish Space Research Institute,27
Denmark,Danish Technical University,15
Denmark,"Danmarks Tekniske Universitet, Lyngby, DK",96
Denmark,"Department of D&E, OFS, Brondby, Denmark",5
Denmark,"Department of Electrical Engineering, Danmarks Tekniske Universitet, Kgs. Lyngby, Denmark",27
Denmark,"Department of Electrical Engineering, Danmarks Tekniske Universitet, Kongens Lyngby, Denmark",3
Denmark,"Department of Electrical Engineering, Danmarks Tekniske Universitet, Lyngby, Denmark",18
Denmark,"Department of Energy Technology, Aalborg Universitet, Aalborg, Denmark",39
Denmark,"Eltwin A/S, Risskov, Denmark",0
Denmark,"Energy Technology, Aalborg Universitet, Aalborg, Denmark",11
Denmark,"Energy, Aalborg Universitet, Aalborg, Denmark",1
Denmark,"European Energy A/S, Lyngby, Denmark",49
Denmark,"Giga, An Intel Company, Skovlunde, Denmark",28
Denmark,"Gip Aps, An Intel Company, Skovlunde, Denmark",65
Denmark,Global Research and Development Center,15
Denmark,"Grundfos A/S, Bjerringbro, Denmark",15
Denmark,"Grundfos Holding A/S, Bjerringbro, Denmark",212
Denmark,"Intel Copenhagen ApS, Skovlunde, Denmark",15
Denmark,Intel Corporation,17
Denmark,"KK Wind Solutions a/s, Ikast, Denmark",15
Denmark,"KK Wind Solutions, Ikast, Denmark",9
Denmark,Keysight Technologies,1
Denmark,Lucent Technologies,53
Denmark,"NIL Technology ApS, Kongens Lyngby, Denmark",13
Denmark,"Nokia Networks, Aalborg, Denmark",10
Denmark,"Nordic Power Converters, Herlev, Denmark",5
Denmark,"NovoNordisk A/S, Hillerod, Hillerod, Denmark",88
Denmark,Nvidia Corporation,4
Denmark,"OFS Fitel Denmark ApS, Brondby, Denmark",15
Denmark,"OFS Fitel Denmark Aps, Brondby, Denmark",6
Denmark,"OFS Fitel Denmark, Broendby, Denmark",17
Denmark,"OFS Fitel, Brondby, Denmark",17
Denmark,"OFS, Brondby, Denmark",17
Denmark,"OFS, Brondbyvester, Denmark",6
Denmark,"Orsted, Fredericia, Denmark",7
Denmark,"Phillips, Medisize A/S, Struer, Denmark",3
Denmark,"Phillips, Medisize Corp, Struer, Denmark",7
Denmark,R&D Design Center Europe,115
Denmark,R&D Test Systems A/S,0
Denmark,"RF Micro Devices, Inc., Norresundby, Denmark",10
Denmark,Riso National Laboratory,16
Denmark,"Sauer Danfoss Aps, Nordborg, Denmark",61
Denmark,"Siemens A/S, Ballerup, Denmark",64
Denmark,"Siemens Gamesa Renewable Energy AS, Brande, Denmark",10
Denmark,"Siemens Wind Power A/S, Brande, Denmark",208
Denmark,Skycore Semiconductors,4
Denmark,"Sonion, DTU bldg. 347, Lyngby, Denmark",88
Denmark,Technical University of Denmark,3794
Denmark,"Technology & Projects, KK Wind Solutions, Ikast, Denmark",7
Denmark,"Topsil A/S, Frederiksund, Frederiksund, Denmark",88
Denmark,Topsil Semiconductor Material A/S,130
Denmark,Topsil Semiconductor Materials A/S,13
Denmark,University of Aalborg,1614
Denmark,University of Copenhagen,0
Denmark,University of Southern Denmark,39
Denmark,Vestas Wind Systems,6
Denmark,Vestas Wind Systems A/S,109
Denmark,"Vida Byg A/S, Helsingor, Denmark",49
Ecuador,"Computing and Electronic Faculty, Polytechnic School of Chimborazo, Riobamba, Ecuador",2
Ecuador,"Department of Physics, Escuela Politecnica Nacional, Quito, Ecuador",6
Ecuador,Universidad San Francisco of Quito,33
Ecuador,Universidad Tecnica del Norte,3
Ecuador,Universidad Tecnica of Ambato,2
Ecuador,Universidad Tecnologica Indoamerica,2
Egypt,Ain Shams University,334
Egypt,Alexandria University,407
Egypt,American University,48
Egypt,American University in Cairo,16
Egypt,American University in Cairo and Zewail City of Science and Technology,42
Egypt,"Arab Academy for Science Technology and Maritime Transport, Cairo, Egypt",107
Egypt,Aswan University,189
Egypt,Benha University,33
Egypt,British University in Egypt,2
Egypt,Building Physics and Environment Institute,24
Egypt,Cairo University,205
Egypt,Center for Nanoelectronics and Devices,86
Egypt,Center of Nano,17
Egypt,"Department of Electrical Engineering, Arab Academy for Science, Technology and Maritime Transport, Cairo, Egypt",6
Egypt,"Department of Electrical and Control, College of Engineering & Technology, Arab Academy for Science, Technology & Maritime Transport, Cairo, Egypt",12
Egypt,Egypt-Japan University of Science and Technology,13
Egypt,"Electrical and Control Department, College of Engineering and Technology, Arab Academy for Science, Technology & Maritime Transport, Cairo, Egypt",4
Egypt,"Electronic Engineering Department, Military Technical College  College, Cairo, Egypt",8
Egypt,Electronics Research Institute,146
Egypt,Fayoum University,67
Egypt,Future University in Egypt,56
Egypt,German University in Cairo,34
Egypt,Helwan University,39
Egypt,"Industrial Education College, Cairo, Egypt",89
Egypt,Japan University of Science and Technology,122
Egypt,Kafrelsheikh University,61
Egypt,Mansoura University,529
Egypt,Menoufia University,48
Egypt,Mentor Graphics Corporation,8
Egypt,Minia University,275
Egypt,"Nanotechnology and Nanoelectronics Program, Zewail City of Science and Technology, Giza, Egypt",0
Egypt,National Institute of Standard,2
Egypt,National Research Centre,29
Egypt,National Telecommunication Institute,26
Egypt,Nile University,6
Egypt,"Phys. Dept., American Univ., Cairo, Egypt",32
Egypt,Port Said University,11
Egypt,Shams University,11
Egypt,South Valley University,63
Egypt,Suez University,61
Egypt,Tanta University,71
Egypt,The American University in Cairo,68
Egypt,The British University in Egypt,25
Egypt,University of Alexandria,27
Egypt,Varkon Semiconductors,2
Egypt,Ware Systems,34
Egypt,Zagazig University,10
Egypt,"Zewail City for Science and Technology, Cairo, Egypt",42
Egypt,"Zewail City of Science and Technology, Giza, Egypt",10
Estonia,"Cybernetica As, Tallinn, Estonia",2
Estonia,Tallinn University of Technology,345
Estonia,Taltech University,13
Estonia,Tartu University,8
Estonia,"Ubik Solutions, Ltd., Tallinn, Estonia",66
Ethiopia,Adama Science and Technology University,0
Ethiopia,Addis Ababa Institute of Technology,21
Ethiopia,Dire Dawa University,4
Ethiopia,Hawassa University,31
Ethiopia,Institute of Robotics and Autonomous Systems,0
Finland,"ABB Group , Helsinki, Finland",0
Finland,"ABB Marine and Port, Helsinki, Finland",1
Finland,"ABB Oy Drives, Helsinki, Finland",73
Finland,Aalto University,788
Finland,Aalto University School of Electrical Engineering,80
Finland,Abo Akademi University,9
Finland,"Accenture, Finland",3
Finland,"Ampliconyx Ltd., Tampere, Finland",7
Finland,"Aspocomp Oy, Espoo, Finland",32
Finland,"Brighterwave, Tampere, Finland",11
Finland,Centre for Metrology and Accreditation,12
Finland,"Corelase, Tampere, Finland",11
Finland,"ElFys Oy, Espoo, Finland",5
Finland,"Electrical and Information Engineering, Oulu, Finland",17
Finland,Engine Laboratory R&D,5
Finland,"Espotel Oy, Tampere, Finland",15
Finland,FI Tampere University,11
Finland,"FocalSpec Oy, Oulu, Finland",68
Finland,"Gaseera Oy, Turku, Finland",3
Finland,Helsinki University of Technology,407
Finland,Huawei Technologies,3
Finland,Huawei Technologies Oy  Co. Ltd.,9
Finland,IT Center for Science Ltd.,0
Finland,Lappeenranta University of Technology,147
Finland,"Metorex International Oy, Espoo, Finland",36
Finland,Milli Laboratory,108
Finland,MilliLab and VTT Technical Research Centre of Finland,6
Finland,"Modulight, Inc., Tampere, Finland",17
Finland,National Metrology Institute VTT MIKES,0
Finland,National Research Center of Finland,18
Finland,Nokia Mobile Phones Limited,45
Finland,Nokia Research Center,12
Finland,"Nokia Technology Platforms, Helsinki, Finland",6
Finland,"Nokia, FI, 00045 Nokia Group, Finland",13
Finland,Nordic Semiconductor,10
Finland,"Okmetic Oy, Vantaa, Finland",57
Finland,"Okmetic Oyj, Vantaa, Finland",2
Finland,Optoelectronics Research Centre,4
Finland,Oulu University,0
Finland,Oxford Instruments Public Limited Company,11
Finland,Oy Ajat Limited,23
Finland,"Power Electronics Technology, ABB Oy, Helsinki, Finland",14
Finland,Product Creation Center Oulu,12
Finland,"PuumalaUpper Secondary School, 52200 Puumala, Finland",12
Finland,"RF Division, Freescale Semiconducteurs, Oulu, Finland",6
Finland,Radio Technologies Nokia Research Center,19
Finland,Research and Development,12
Finland,"Specim, Spectral Imaging Ltd., Oulu, Finland",3
Finland,Tampere University,137
Finland,Tampere University Hospital,58
Finland,Tampere University of Technology,1545
Finland,Technical Research Center of Finland,0
Finland,Technical University of Tampere,127
Finland,Turku Centre for Computer Science Graduate School,17
Finland,University of Eastern Finland,13
Finland,University of Helsinki,108
Finland,University of Jyvaskyla,585
Finland,University of Oulu,722
Finland,University of Tampere,8
Finland,University of Turku,42
Finland,University of Vaasa,9
Finland,Universityof Jyvaskyla,12
Finland,VTT Center for Microelectronics,13
Finland,"VTT Electronics Optoelectronics, Oulu, Finland",1
Finland,"VTT Electronics, Oulu, Finland",3
Finland,"VTT Information Technology, Microsensing, Finland",1
Finland,VTT Microelectronics Centre,45
Finland,VTT Technical Research Center of Finland,56
Finland,VTT Technical Research Center of Finland Ltd.,1
Finland,VTT Technical Research Centre of Finland,277
Finland,VTT Technical Research Centre of Finland Ltd.,33
Finland,"VTT, Oulu, Finland",18
Finland,nLIGHT Corporation Lohja,2
France,""" ""Thales Research and Technology",39
France,"""Thales Research & Technology"" and ""CEA",34
France,'Thales Research & Technology' and 'CEA Leti',20
France,"26 rue of Campilleau, Microsemi Power Modules Products, Bruges, France",6
France,"3M France Company, Beauchamp, France",23
France,"3S Photonics, Nozay, France",10
France,7 Universite,4
France,"91767 Palaiseau cedex, III, V Lab, Paris, France",142
France,A Joint Laboratory Between Nokia Bell Labs France,9
France,A joint Laboratory of Alcatel Lucent Bell Labs and Thales Research and Technology,14
France,"ADT MEMS, Rives, France",0
France,"ALPhANOV, Bordeaux, Talence, France",18
France,"AMG Microwave, Lannion, France",0
France,"AMPERE -INSA of Lyon, Villeurbanne, France",59
France,APC Laboratory,10
France,"APM/Hi, rel & Std Product Business Unit, STMicroelectronics, Grenoble, France",4
France,"AREVA Mines, Paris La Defense Cedex, France",4
France,"ATMEL Nantes S.A., Nantes, France",23
France,"ATMEL Nantes, Nantes cedex, France",15
France,Advanced Research Group,21
France,Advanced Research and Development,7
France,Advanced Research and Development Group,28
France,"Aeroflex Europtest, Elancourt, France",26
France,Air Liquide Advanced Technologies,0
France,"Air Liquide Division Techniques Avancees, Sassenage, France",84
France,"Airbus Defence and Space, Toulouse, France",17
France,"Airbus UpNext, Toulouse, France",0
France,"Airbus, Toulouse, France",23
France,Aix Marseille University,72
France,Alactel Research and Innovation,33
France,"Alcatel Alenia Space, Toulouse, France",12
France,Alcatel Corporate Research Center,75
France,"Alcatel Optronics, Nozay, France",52
France,"Alcatel R and I, Marcoussis, France",43
France,Alcatel Research and Innovation,491
France,Alcatel Research and Innovation Center,23
France,"Alcatel Space Industries, Toulouse, France",139
France,"Alcatel Space, Cannes, La, Bocca, France",3
France,"Alcatel Space, Toulouse, France",3
France,"Alcatel Space, Valence, France",35
France,"Alcatel Submarine Networks, Paris, Saclay, Nozay, France",5
France,"Alcatel Thales III, V Lab in Palaiseau, France",27
France,"Alcatel Thales III, V Lab, Cedex, France",3
France,"Alcatel Thales III, V Lab, Marcoussis, France",18
France,"Alcatel Thales III, V Lab, Palaiseau, France",12
France,Alcatel Thales III-V Laboratory,370
France,"Alcatel, Lucent Bell Labs, Nozay, France",2
France,"Alcatel, Lucent, WDM Dynamic Networks Department, Nozay, France",4
France,Almae Technologies,72
France,"Alstom Tarbes, Semeac, France",0
France,"Alstom Transport Tarbes, Semeac, France",44
France,"Alstom Transport, Semeac, France",76
France,"Alter Technology France, Toulouse, France",3
France,Altis Semiconductor,124
France,"Altran, Velizy, Villacoublay, France",3
France,Ampere Laboratory,81
France,"Apollon Solar, Lyon, France",34
France,"Arjowiggins Security, Apprieu, France",18
France,Arts et Metiers Institute of Technology,0
France,"Astrium Space Transportation, European Aeronautic Defence and Space Company, Les Mureaux, France",10
France,"Asygn, Montbonnot, Saint, Martin, France",18
France,"Atomique/Laboratoire dElectronique of Technologie of lInformation, Grenoble, France",35
France,Auvergne University,23
France,"Avanex France S.A., Nozay Cedex, France",8
France,"Avanex France S.A., Nozay, France",10
France,"Axessim, Illkirch, France",1
France,Bell Laboratories,227
France,"Bell Labs Alcatel, Thales III, V Lab in Marcoussis, France",1
France,"Bell Labs' Optical Networking Department in Villarceaux, France",1
France,Bordeaux University,437
France,"Bouche, du, Rhone, STMicroelectronics, Rousset, France",3
France,"Bruyeres, le, Cha, CEA/DIF, France",68
France,"Bruyeres, le, Chatel, CEA/DIF, France",68
France,"Bureau International des Poids et Mesures, Sevres, France",13
France,"C2N, CNRS UPR 20, Route of Nozay, Marcoussis, France",2
France,CALY Technologies,18
France,"CE team, Laboratoire Plasma et Conversion d'Energie, Toulouse, France",20
France,"CEA CEA, LETI, Grenoble, France",37
France,"CEA Cadarache, Laboratoire Dosimetrie Capteurs Instrumentation, France",22
France,"CEA Cadarache, Saint, Paul, lez, Durance, France",16
France,"CEA DAM DIF, Arpajon, France",3
France,"CEA DAM, Gramat, France",0
France,"CEA Grenoble, Grenoble, France",7
France,"CEA Grenoble, INAC, Grenoble, France",2
France,"CEA LETI Minatec, France",25
France,"CEA LETI Minatec, Grenoble, France",25
France,"CEA LETI, Grenoble, France",94
France,"CEA LETI, MINATEC Campus, Grenoble, France",8
France,"CEA Leti Minatec, Grenoble, France",33
France,"CEA Leti, Grenoble, France",20
France,"CEA Leti, MINATEC Campus 17, Grenoble, France",49
France,"CEA Saclay, Astrophysics Division, DSM/IRFU/SAp, Gif, sur, Yvette, France",10
France,"CEA Saclay, DRT/LIST/LNHB, Gif, sur, Yvette, France",10
France,"CEA Saclay, Electronics Detectors and Computer Science Division, DSM/IRFU/SEDI, Gif, sur, Yvette, France",10
France,"CEA Saclay, Gif, sur, Yvette, France",5
France,"CEA Saclay, IRAMIS, NIMBE , LICSEN, Gif, sur, Yvette, France",5
France,"CEA Saclay, IRFU, Gif, sur, Yvette, France",9
France,CEA Technologies Avancees,79
France,"CEA, Arpajon, France",70
France,"CEA, CEA Tech Region, DPACA/LSAS, Gardanne, France",15
France,"CEA, DAM, Bruyeres, le, Chatel, France",0
France,"CEA, DAM, CEG, Gramat, France",10
France,"CEA, DAM, DIF, Arpajon, France",80
France,"CEA, DAM, DIF, Bruyeres le Chatel, France",41
France,"CEA, DAM, Gramat, France",3
France,"CEA, DAM/DIF, Bruyeres le Chatel, France",4
France,"CEA, DAM/DIF, France",0
France,"CEA, DEN, DER, Departement d'Etudes des Reacteurs, Service of Physique Experimentale, Laboratoire Dosimetrie Capteurs Instrumentation, Saint, Paul, lez, Durance, France",28
France,"CEA, DEN, DER/SPEx, Cadarache, France",9
France,"CEA, DIF, Arpajon, France",9
France,"CEA, DIF, Bruyeres le Chatel, France",49
France,"CEA, DIF, France",36
France,"CEA, DRT/LETI, Grenoble Cedex 9, France",57
France,"CEA, LETI City, Grenoble, France",30
France,"CEA, LETI Minatec Grenoble, Grenoble, France",61
France,"CEA, LETI Minatec, Grenoble, France",2
France,"CEA, LETI, Grenoble, France",179
France,"CEA, LETI, LTM/CNRS, Grenoble, France",1
France,"CEA, LETI, MINATEC Campus, Grenoble, France",19
France,"CEA, LETI, Minatec Campus, Grenoble cedex 9, France",13
France,"CEA, LETI, Minatec, Grenoble Cedex 9, France",178
France,"CEA, LETI, Minatec, Grenoble, France",16
France,"CEA, LETI/MINATEC Campus, DRT/DSIS/LE2TH, GRENOBLE",26
France,"CEA, LETI/MINATEC, Grenoble, France",54
France,"CEA, LIST, Gif, sur, Yvette, France",9
France,"CEA, LITEN, CEA Grenoble, Grenoble, France",7
France,"CEA, LITEN, Grenoble, France",19
France,"CEA, Laboratoire dElectronique of Technologie of lInformation, MINA TEC, Grenoble, France",55
France,"CEA, Leti, France",0
France,"CEA, Leti, Grenoble, France",40
France,"CEA, Leti, Univ. Grenoble Alpes, Grenoble, France",2
France,"CEA, Leti/Dacle/Lair, Grenoble, France",10
France,"CEA, Liten, Grenoble, France",5
France,"CEA, Saclay DTA LETI DEIN, Gif, sur, Yvette, France",12
France,"CEA-Leti, Grenoble, France",58
France,"CEA/DAM/DIF, Bruyeres Le Chatel, France",18
France,"CEA/DAM/DIF, Bruyeres le Chatel, France",98
France,"CEA/DAM/DIF, Bruyeres, le, Chatel, France",44
France,"CEA/DAM/DIF, France",30
France,"CEA/DEN/DER/SPESI/LDCI, Saint, Paul, les, Durance, France",14
France,"CEA/DEN/DER/SPEx/LDCI, St Paul Lez Durance, France",9
France,"CEA/DIF, Bruyeres, le, Chatel, France",47
France,"CEA/DIF, France",52
France,"CEA/DRT/LETI, Grenoble, France",224
France,"CEA/LETI, Grenoble, France",131
France,"CEA/Leti, 38054 Grenoble cedex 9, France",142
France,CEDRIC Laboratory,6
France,"CEGELY, INSA, UMR CNRS 5005, Villeurbanne, France",24
France,CEM Centre d'Electronique et,2
France,"CEMES, CNRS, Toulouse, France",1
France,"CEN Saclay DSM/IRFU/SEDI/LDEF, Commissariat a l''Energie Atomique, Gif, sur, Yvette, France",3
France,"CEVAA, Technopole du Madrillet, Saint Etienne of Rouvray, France",10
France,"CIME Nanotech, Grenoble INP, Grenoble, France",1
France,"CMOS Imaging, Silicon Technology Development, Front, End Technology andManufacturing, STMicroelectronics, Crolles, France",5
France,"CNES, Dpt DCT/TV/IN, Toulouse, France",7
France,"CNES, France",34
France,"CNES, Toulouse, France",118
France,CNES--French Space Agency,5
France,CNRS FEMTO Laboratory,342
France,"CNRS FOTON, INSA, Rennes, France",18
France,"CNRS Laboratoire of Photonique et of Nanostructures, Marcoussis, France",31
France,CNRS Laboratory for Photonics and Nanostructures,17
France,CNRS Research Laboratory,6
France,"CNRS Samovar, I. N. T., Evry, France",18
France,"CNRS UMR 5005, Laboratoire Ampere, INSA Lyon, Villeurbanne, France",13
France,CNRS UMR 5214 - Universite of Montpellier,17
France,"CNRS UMR 5507, Montpellier, France",20
France,"CNRS UMR 6082 FOTON, Lannion, France",4
France,"CNRS UMR 8507, UPMC Universite Paris VI, Gif, sur, Yvette, France",9
France,"CNRS UMR6082, FOTON, ENSSAT, Lannion, France",2
France,CNRS Universite of Poitiers,4
France,"CNRS and INPG, ENSERG, Grenoble, France",9
France,CNRS and University Bourgogne Franche,10
France,"CNRS, CRAN, Nancy Universite, Vandoeuvre, les, Nancy, France",168
France,"CNRS, CRHEA, La Valbonne, France",17
France,"CNRS, G2Elab, Univ. Grenoble Alpes, Grenoble, France",7
France,"CNRS, Grenoble INP, IMEP, LaHC, Univ. Grenoble Alpes, Grenoble, France",1
France,"CNRS, Grenoble INP, TIMA, Universite Grenoble Alpes, Grenoble, France",1
France,"CNRS, Grenoble, France",5
France,"CNRS, IEMN, Villeneuve, d'Ascq, France",20
France,"CNRS, LPMO, Besancon, France",19
France,"CNRS, Laboratoire d''Aerothermique du CNRS, Orleans, France",30
France,"CNRS, Laboratoire of Photonique et Nanostructures, Marcoussis, France",3
France,"CNRS, PHASE1 Pole API, Illkirch, Graffenstaden, France",12
France,"CNRS, UMR 6082, FOTON, ENSSAT, Lannion, France",27
France,"CNRS, UMR5005, INSA, Lyon Laboratoire Ampere, Universite of Lyon, Villeurbanne, France",2
France,"CNRS, Univ. Toulouse, Toulouse, France",4
France,"CNRS--Laboratoire of Photonique et of Nanostructures, Marcoussis, France",3
France,CNRS/Ecole Polytechnique Universite Paris,6
France,"CNRS/LPN--Laboratoire of Photonique et of Nanostructures, Marcoussis, France",1
France,"CNRS/Laboratoire of Photonique et of Nanostructures, Marcoussis, France",25
France,"CPPM/IN2P3/CNRS, Marseilles, France",12
France,"CRHEA CNRS, La Valbonne, France",39
France,"CROCUS, Technology, Grenoble, France",26
France,"CSNSM UMR 8609, Orsay, France",2
France,Campus Polytechnique,18
France,Campus of Polytechnique,9
France,"Capgemini Engineering, Paris, France",0
France,Center Microelectronique of Provence,5
France,Center National d'Etudes Spatiales,6
France,Center National of la Recherche Scientifique,185
France,Center for Material Forming,3
France,Center for Nanosciences and Nanotechnologies,1
France,"Central CAD & Design Solutions, STMicroelectronics, Crolles, France",30
France,"Central CAD and Design Solutions, STMicroelectronics, Crolles, France",63
France,Central Characterization and Analysis Laboratory,4
France,Central Research & Development,45
France,Central Research and Development,230
France,Central Research and Development Laboratories,28
France,Central Research and Development Laboratory,48
France,Centre CMP,23
France,Centre Microelectronique of Provence,188
France,Centre National d''Etudes Spatiales,78
France,Centre National d'Etudes Spatiales,69
France,Centre National of Recherche Scientifique,16
France,Centre National of la Recherche Nationale,42
France,Centre National of la Recherche Scientifique,464
France,Centre National of la Recherche Scientifique LaboratoireTraitement et Communication of l Information,10
France,Centre National of la Recherche Scientifique UPR,7
France,Centre Spatial of Toulouse,3
France,Centre Technologique Optique and Lasers ALPhANOV,1
France,Centre d Electronique et of MicroOptoElectronique of Montpellier,24
France,Centre d''Analyse of Defense,2
France,Centre d'Electronique et of Microoptoelectronique of Montpellier,23
France,Centre d'Etude of Gramat,10
France,Centre d'Etudes Scientifiques et Techniques Aquitaine,13
France,Centre d'Ingenierie des Systemes en Telecommunication,13
France,Centre d'integration NanoInnov,32
France,Centre for Energy and Thermal Sciences of Lyon,33
France,Centre for Nanoscience and Nanotechnology,20
France,Centre of Genie Electrique of Lyon,44
France,Centre of Microelectronique of Provence,3
France,Centre of Nanoscience and Nanotechnology,0
France,Centre of Nanosciences et Nanotechnologies,19
France,Centre of Nanosciences et of Nanotechnologies,31
France,Centre of Nanosciences et of Nanotechnologies - CN,2
France,Centre of Physique des Particules,4
France,Centre of Recherche INRIA,45
France,Centre of Recherche sur l'Hetero,204
France,Centre of Recherche sur l'Hetero Epitaxie et ses Applications,33
France,Centre of Recherche sur lHetero,21
France,Centre of Villarceaux,10
France,Claude Bernard Lyon  University,5
France,"College Dorian, Paris, France",8
France,"Commissariat I'Energie Atomiqueique, Le Laboratoire d Electronique, of Technologie et d''Instrumentation , Grenoble, France",44
France,"Commissariat a l''Energie Atomique, Bruyeres le Chatel, France",3
France,"Commissariat a l'Energie Atomique , LETI, MINATEC, France",1
France,"Commissariat a l'Energie Atomique , LETI, MINATEC, Grenoble, France",1
France,"Commissariat a l'Energie Atomique LETI, MINATEC, CEA, Grenoble, France",0
France,"Commissariat a l'Energie Atomique et aux Energies Alternatives, Grenoble, France",7
France,"Commissariat a l'Energie Atomique et aux Energies Alternatives-Leti, Grenoble, France",39
France,"Commissariat a l'Energie Atomique et aux energies alternatives , Toulouse, France",3
France,"Commissariat a l'energie atomique et aux energies alternatives Laboratoire d'electronique et of technologies of l'information, Grenoble, Auvergne, RhA'ne, Alpes, FR",5
France,"Commissariat a lEnergie Atomique  Saclay, DAPNIA, SPP, Gif, sur, Yvette, France",28
France,"Commissariat a lEnergie Atomique  Saclay, DAPNIA/SEDI, Gif, sur, Yvette, France",28
